chunk_id,author,а,будет,бы,была,были,было,быть,в,во,вопрос,время,все,всего,дело,для,его,ее,если,есть,еще,же,за,и,из,или,им,их,к,как,когда,которые,лишь,между,может,можно,на,не,нет,ни,но,о,об,он,она,они,от,очень,по,под,при,с,своей,своих,себе,себя,так,тем,то,того,только,том,у,чем,что,чтобы,эти,это,этого,этой,этом,я,без,до,именно,ли,оно,потому,уже,более,всех,г,демократии,партии,против,социал,т,борьбы,даже,рабочих,россии,со,теперь,был,этот,мы,нас,нам,пролетариата,политической,революции
parvus_poTurmam.txt_chunk26,parvus,3,2,4,4,7,5,0,25,1,1,3,7,2,2,3,1,5,2,1,3,12,2,26,6,4,0,5,9,8,2,1,1,1,0,0,6,33,4,1,15,4,0,3,2,5,3,0,4,1,5,8,1,1,3,3,3,0,6,2,4,3,3,1,14,8,2,13,1,1,3,35,0,1,1,4,0,0,3,1,0,3,0,0,2,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0
parvus_poTurmam.txt_chunk27,parvus,8,1,9,2,4,7,0,29,2,0,3,5,2,0,4,0,0,4,1,5,10,5,35,8,2,0,1,8,10,3,0,0,1,0,4,14,17,0,0,9,7,1,6,2,1,5,0,8,4,2,9,1,0,1,4,9,1,4,2,3,4,6,0,17,7,1,7,6,0,1,25,0,1,0,1,0,1,3,0,1,0,0,0,0,0,0,0,2,2,0,3,1,5,2,1,1,2,0,1,0
parvus_poTurmam.txt_chunk28,parvus,0,0,0,2,11,14,1,28,0,0,2,4,3,2,13,2,0,0,0,3,4,4,31,7,1,0,0,6,9,6,3,0,3,0,2,25,12,1,0,5,0,1,1,0,3,4,0,7,0,3,7,0,1,3,0,5,0,6,5,4,2,4,1,6,7,2,6,0,1,0,16,2,5,0,1,0,0,11,0,4,0,0,1,0,0,0,0,1,0,1,2,0,3,0,22,5,10,0,0,0
parvus_poTurmam.txt_chunk29,parvus,3,2,6,3,2,4,2,30,0,0,0,7,1,0,5,2,0,3,1,6,5,4,26,6,4,1,4,7,10,2,3,1,3,2,1,16,11,0,0,6,0,0,5,0,5,7,3,9,1,2,10,1,0,2,0,9,3,8,2,4,1,1,3,11,8,2,10,1,1,2,0,0,4,1,2,1,0,4,2,1,0,0,0,0,0,0,0,2,0,0,3,0,1,3,40,12,9,0,0,0
parvus_poTurmam.txt_chunk3,parvus,5,10,0,5,3,4,1,33,1,0,2,4,2,2,2,15,1,3,0,2,3,3,32,5,3,0,1,8,7,4,1,1,1,1,2,8,6,0,1,6,6,0,12,4,6,4,2,5,0,1,13,4,1,1,1,5,1,9,0,5,0,3,4,6,4,0,4,1,2,1,11,2,4,0,0,1,1,0,2,2,0,0,0,0,1,0,0,0,0,1,1,1,6,1,0,2,0,0,0,0
parvus_poTurmam.txt_chunk30,parvus,3,0,7,4,3,11,1,21,3,0,1,9,1,0,2,1,0,2,1,4,5,5,22,11,2,2,3,10,17,4,4,0,2,2,3,17,15,1,4,7,3,0,2,0,6,2,0,3,0,3,9,0,0,3,0,3,1,11,1,5,2,5,1,4,7,2,6,0,1,3,18,0,4,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,6,24,5,7,0,0,0
parvus_poTurmam.txt_chunk31,parvus,2,0,4,2,7,15,1,27,2,0,5,11,0,1,7,3,1,4,1,4,2,5,34,5,5,0,1,7,8,5,2,0,1,0,1,11,11,0,2,6,4,0,3,0,2,4,3,4,1,2,8,0,0,1,1,6,0,9,2,3,4,3,2,22,7,1,14,0,0,0,15,2,2,0,1,1,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,1,3,0,27,10,9,0,0,0
parvus_poTurmam.txt_chunk32,parvus,2,0,5,4,6,12,3,33,0,0,4,7,0,0,2,2,0,1,1,6,3,6,30,8,3,0,3,6,9,3,2,1,0,1,2,22,14,0,1,6,2,0,5,0,4,4,3,3,1,4,10,0,0,1,1,7,0,5,3,2,1,1,2,14,3,3,7,1,0,0,24,3,3,0,1,0,0,3,2,2,0,0,0,0,0,0,0,1,0,0,0,5,12,5,21,8,8,0,0,0
parvus_poTurmam.txt_chunk33,parvus,3,1,9,0,3,7,2,36,4,0,5,3,0,3,1,4,0,1,0,5,3,1,30,11,0,0,1,9,6,5,2,0,2,1,0,16,10,0,0,5,1,0,6,0,3,4,2,11,0,2,9,2,2,4,5,3,0,5,3,2,0,7,0,12,4,0,5,1,1,3,33,0,3,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,3,4,1,3,3,0,0,0,0
parvus_poTurmam.txt_chunk34,parvus,1.890359168241966,0,1.890359168241966,0,1.890359168241966,1.890359168241966,1.890359168241966,54.82041587901702,1.890359168241966,0,0,3.780718336483932,0,0,3.780718336483932,5.671077504725898,0,1.890359168241966,0,1.890359168241966,15.122873345935728,5.671077504725898,30.245746691871457,11.342155009451796,0,1.890359168241966,0,5.671077504725898,15.122873345935728,5.671077504725898,1.890359168241966,0,3.780718336483932,0,0,11.342155009451796,17.013232514177695,0,1.890359168241966,5.671077504725898,3.780718336483932,0,11.342155009451796,1.890359168241966,0,1.890359168241966,0,9.45179584120983,1.890359168241966,1.890359168241966,9.45179584120983,1.890359168241966,1.890359168241966,5.671077504725898,0,13.232514177693762,0,3.780718336483932,1.890359168241966,3.780718336483932,0,0,1.890359168241966,13.232514177693762,1.890359168241966,1.890359168241966,3.780718336483932,0,1.890359168241966,0,56.71077504725898,0,1.890359168241966,0,0,0,0,5.671077504725898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.671077504725898,3.780718336483932,9.45179584120983,0,0,0,1.890359168241966,0
parvus_poTurmam.txt_chunk6,parvus,7,0,7,4,1,8,2,30,0,1,1,3,0,1,7,7,3,1,0,3,5,5,29,5,5,1,8,9,5,4,1,1,3,4,1,15,20,1,2,6,3,0,8,8,5,4,0,5,2,1,4,4,2,4,1,3,1,4,3,6,0,8,1,18,3,0,11,2,0,0,15,0,2,0,1,0,1,4,2,0,0,0,0,1,0,0,0,1,0,1,0,4,4,1,1,1,0,0,0,1
parvus_poTurmam.txt_chunk8,parvus,3,5,2,3,4,11,2,30,4,3,1,7,2,0,4,2,0,3,0,6,4,1,31,2,0,2,2,3,8,3,0,1,2,1,1,9,17,3,0,6,6,2,1,1,4,0,1,4,1,6,6,6,0,0,0,4,4,2,2,9,0,4,3,19,3,2,9,4,1,0,2,2,3,0,2,11,0,3,0,1,0,1,0,2,1,1,2,3,0,0,2,3,6,1,15,10,5,0,2,1
parvus_poTurmam.txt_chunk9,parvus,5,4,0,3,2,11,4,26,3,0,5,5,2,0,3,6,2,5,0,5,6,3,29,6,4,0,6,5,8,4,1,0,0,3,2,8,16,3,2,9,3,2,11,7,3,2,1,4,2,3,10,0,0,0,2,7,2,5,2,2,1,4,2,12,4,0,9,1,0,1,6,1,3,0,1,2,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0,4,3,4,0,0,0
parvus_samoderzh_i_fin_I.txt_chunk1,parvus,14,0,3,0,0,5,1,39,1,0,4,3,2,0,1,4,0,4,0,0,5,6,23,6,1,0,0,4,9,2,0,0,4,3,0,16,15,1,2,5,3,1,5,2,2,9,0,5,1,0,8,0,0,0,2,8,4,7,2,5,2,2,2,16,3,0,4,2,1,1,0,1,4,1,1,3,3,4,3,1,7,0,0,2,0,0,0,4,0,3,0,1,6,1,0,2,0,0,1,0
parvus_tua_res_agitur_I.txt_chunk1,parvus,1,0,10,0,2,2,1,38,2,0,0,1,0,2,2,3,0,2,0,4,1,5,32,9,0,3,6,7,9,1,1,0,0,2,0,11,22,0,3,13,5,1,8,1,12,2,1,6,2,2,6,3,0,1,0,4,1,2,3,6,2,0,3,16,2,4,4,4,1,4,0,2,1,0,2,1,1,0,2,1,1,1,1,2,3,0,0,1,0,1,2,0,3,1,2,1,0,0,2,0
parvus_tua_res_agitur_I.txt_chunk2,parvus,0,0,6.720430107526882,1.3440860215053765,0,4.032258064516129,4.032258064516129,24.193548387096772,1.3440860215053765,0,2.688172043010753,2.688172043010753,1.3440860215053765,4.032258064516129,1.3440860215053765,2.688172043010753,1.3440860215053765,4.032258064516129,0,2.688172043010753,1.3440860215053765,10.752688172043012,29.56989247311828,4.032258064516129,0,0,0,2.688172043010753,8.064516129032258,4.032258064516129,2.688172043010753,0,0,4.032258064516129,0,6.720430107526882,8.064516129032258,0,1.3440860215053765,9.408602150537634,9.408602150537634,1.3440860215053765,2.688172043010753,12.096774193548386,2.688172043010753,2.688172043010753,0,0,1.3440860215053765,2.688172043010753,12.096774193548386,4.032258064516129,1.3440860215053765,1.3440860215053765,1.3440860215053765,4.032258064516129,1.3440860215053765,6.720430107526882,1.3440860215053765,4.032258064516129,0,1.3440860215053765,2.688172043010753,10.752688172043012,4.032258064516129,2.688172043010753,10.752688172043012,4.032258064516129,0,0,0,0,2.688172043010753,0,4.032258064516129,1.3440860215053765,2.688172043010753,4.032258064516129,0,5.376344086021506,0,4.032258064516129,1.3440860215053765,2.688172043010753,9.408602150537634,0,1.3440860215053765,0,1.3440860215053765,1.3440860215053765,0,2.688172043010753,1.3440860215053765,0,2.688172043010753,2.688172043010753,1.3440860215053765,1.3440860215053765,1.3440860215053765,0
parvus_v_chem_my_rashodimsya_otvet_leninu.txt_chunk1,parvus,4,1,2,1,2,5,2,34,4,3,3,8,0,0,2,2,1,6,2,6,3,5,40,2,2,0,3,5,2,4,0,0,0,0,0,11,19,3,0,12,0,1,3,0,3,0,1,10,1,1,6,2,0,2,1,3,1,4,2,6,1,3,3,11,2,0,16,2,0,2,7,0,5,0,4,0,0,8,0,2,0,1,0,4,2,1,0,4,2,1,2,1,0,2,14,4,5,0,4,1
parvus_v_chem_my_rashodimsya_otvet_leninu.txt_chunk2,parvus,6,4,5,0,3,2,1,35,0,0,0,6,4,0,8,9,3,5,1,2,8,3,29,4,1,1,7,3,6,2,1,0,2,2,0,3,24,2,1,12,0,2,11,4,5,6,0,2,2,4,7,0,1,1,2,3,6,8,4,2,2,2,3,16,6,0,7,5,1,4,6,0,1,2,0,0,7,2,1,0,0,1,2,10,3,1,2,3,2,0,1,1,2,1,13,6,12,0,7,1
parvus_v_chem_my_rashodimsya_otvet_leninu.txt_chunk3,parvus,5,4,7,1,1,2,1,24,2,0,1,5,0,1,2,3,2,7,0,0,5,4,29,2,4,2,7,9,6,0,1,0,0,1,1,23,30,1,5,6,2,1,1,1,18,12,0,7,1,1,9,1,2,2,3,2,1,9,1,8,2,2,3,15,4,1,5,1,1,1,14,0,1,1,4,3,0,7,1,3,0,0,2,5,3,1,2,2,2,1,1,1,2,0,11,0,1,0,5,0
parvus_v_chem_my_rashodimsya_otvet_leninu.txt_chunk4,parvus,11,2,2,1,0,7,2,31,4,0,4,4,1,1,3,10,0,2,0,6,5,2,36,6,2,2,6,8,5,6,2,2,2,2,1,18,20,1,3,8,1,0,13,0,6,4,1,6,0,3,16,4,1,1,1,0,3,9,2,6,2,2,1,22,3,1,7,1,2,0,7,0,1,0,0,1,3,1,0,1,0,1,0,6,2,0,3,1,0,2,1,7,1,0,10,3,1,2,2,3
parvus_v_chem_my_rashodimsya_otvet_leninu.txt_chunk5,parvus,9,4,14,2,0,2,0,35,2,1,1,2,1,0,4,3,1,6,0,2,6,4,24,1,5,1,6,5,10,3,0,1,1,3,2,19,19,2,3,12,1,0,8,2,4,2,1,5,0,3,10,3,0,1,0,3,1,3,4,5,2,3,3,12,2,1,5,2,0,1,2,1,0,1,2,1,0,1,2,1,0,0,1,3,1,1,5,5,11,1,0,5,1,2,13,2,5,1,5,7
parvus_v_chem_my_rashodimsya_otvet_leninu.txt_chunk6,parvus,11,4,2,0,0,0,2,26,3,2,2,3,3,1,9,6,1,2,1,5,3,2,43,4,9,0,5,6,5,2,0,1,0,1,1,10,20,1,2,9,5,0,7,1,6,0,0,2,1,1,15,4,1,0,2,1,2,5,1,4,4,0,2,15,3,1,6,0,1,1,7,0,0,1,1,1,4,1,3,2,0,0,1,5,1,0,8,1,3,2,1,3,0,0,6,2,2,7,7,7
parvus_v_chem_my_rashodimsya_otvet_leninu.txt_chunk7,parvus,9,0,6,2,4,6,2,22,2,0,1,4,2,0,2,9,1,3,0,0,0,3,30,6,2,1,1,8,9,3,1,0,2,2,1,11,15,1,0,4,0,1,11,2,1,2,1,7,3,1,9,5,1,2,2,2,3,5,3,2,3,0,1,21,6,0,6,1,0,0,8,0,1,0,0,3,1,4,0,0,0,3,5,3,5,0,6,3,3,3,4,3,1,1,2,0,2,1,6,1
parvus_v_chem_my_rashodimsya_otvet_leninu.txt_chunk8,parvus,6,0,1,2,1,2,1,40,1,0,2,8,1,0,7,3,3,4,0,3,3,3,34,5,1,3,3,10,7,4,2,0,1,3,1,16,12,3,0,5,3,0,5,0,3,3,0,3,0,1,5,0,1,0,0,3,1,7,2,4,5,1,2,19,11,0,10,4,3,0,11,0,1,0,0,0,1,5,1,1,0,5,2,7,8,0,4,1,6,2,1,1,0,1,1,0,4,1,3,4
parvus_v_chem_my_rashodimsya_otvet_leninu.txt_chunk9,parvus,6.191950464396285,4.127966976264189,2.0639834881320946,0,0,2.0639834881320946,0,23.735810113519094,1.0319917440660473,0,0,7.223942208462332,2.0639834881320946,1.0319917440660473,2.0639834881320946,13.415892672858616,1.0319917440660473,1.0319917440660473,2.0639834881320946,4.127966976264189,3.0959752321981426,3.0959752321981426,47.47162022703819,3.0959752321981426,1.0319917440660473,3.0959752321981426,2.0639834881320946,2.0639834881320946,8.255933952528379,0,0,0,0,1.0319917440660473,1.0319917440660473,19.607843137254903,21.671826625387,2.0639834881320946,2.0639834881320946,7.223942208462332,0,0,14.447884416924664,4.127966976264189,2.0639834881320946,11.351909184726523,0,4.127966976264189,1.0319917440660473,2.0639834881320946,9.287925696594426,0,2.0639834881320946,0,3.0959752321981426,2.0639834881320946,0,4.127966976264189,2.0639834881320946,4.127966976264189,2.0639834881320946,1.0319917440660473,3.0959752321981426,9.287925696594426,5.159958720330238,1.0319917440660473,4.127966976264189,2.0639834881320946,0,1.0319917440660473,3.0959752321981426,1.0319917440660473,0,0,0,0,0,1.0319917440660473,2.0639834881320946,4.127966976264189,0,2.0639834881320946,4.127966976264189,0,5.159958720330238,1.0319917440660473,4.127966976264189,0,6.191950464396285,0,0,0,0,0,1.0319917440660473,0,0,7.223942208462332,4.127966976264189,7.223942208462332
parvus_virIII_9_mes_voyny_I.txt_chunk1,parvus,0,1,8,5,0,3,0,30,2,0,1,1,1,1,1,1,7,2,1,3,5,3,20,2,1,0,3,8,3,3,1,0,0,2,1,14,5,0,1,9,3,1,0,5,2,6,2,1,2,10,12,2,4,0,0,3,5,0,2,2,2,2,2,12,3,1,7,0,0,0,1,1,1,1,1,3,1,1,1,0,0,0,1,6,0,1,0,4,1,22,6,3,1,1,0,0,0,0,1,0
parvus_virIII_9_mes_voyny_I.txt_chunk2,parvus,5,3,2,4,0,1,1,24,2,0,2,8,1,1,3,1,5,6,0,6,5,3,26,4,3,0,4,5,7,2,1,0,1,2,2,24,9,1,0,7,0,0,2,3,0,8,5,1,2,4,12,1,0,0,0,2,2,14,1,7,0,1,1,16,3,1,5,2,0,0,0,1,3,0,1,2,0,5,3,3,0,0,0,1,0,0,0,2,0,7,2,3,2,3,0,0,0,0,0,0
parvus_virIII_9_mes_voyny_I.txt_chunk3,parvus,5,8,5,0,0,0,1,25,3,0,1,6,3,2,2,3,6,3,0,4,6,4,34,3,0,2,2,11,4,0,2,0,1,3,6,17,16,0,0,6,1,1,3,6,2,7,1,7,0,8,8,2,0,0,0,2,6,4,1,8,0,4,4,9,4,0,12,2,0,4,0,0,7,1,1,1,0,4,7,0,0,0,0,0,0,2,0,1,0,2,1,5,1,1,0,0,0,0,1,0
parvus_virIII_9_mes_voyny_I.txt_chunk4,parvus,6.493506493506494,7.575757575757576,3.246753246753247,1.0822510822510822,1.0822510822510822,2.1645021645021645,0,23.809523809523807,1.0822510822510822,2.1645021645021645,1.0822510822510822,1.0822510822510822,1.0822510822510822,1.0822510822510822,5.411255411255411,4.329004329004329,6.493506493506494,1.0822510822510822,0,6.493506493506494,2.1645021645021645,5.411255411255411,28.13852813852814,3.246753246753247,1.0822510822510822,4.329004329004329,1.0822510822510822,17.316017316017316,4.329004329004329,2.1645021645021645,3.246753246753247,0,0,1.0822510822510822,1.0822510822510822,11.904761904761903,12.987012987012989,1.0822510822510822,0,5.411255411255411,5.411255411255411,0,4.329004329004329,5.411255411255411,5.411255411255411,2.1645021645021645,1.0822510822510822,7.575757575757576,1.0822510822510822,3.246753246753247,7.575757575757576,1.0822510822510822,0,2.1645021645021645,2.1645021645021645,0,1.0822510822510822,3.246753246753247,0,5.411255411255411,3.246753246753247,1.0822510822510822,2.1645021645021645,4.329004329004329,7.575757575757576,1.0822510822510822,8.658008658008658,1.0822510822510822,1.0822510822510822,0,0,2.1645021645021645,4.329004329004329,1.0822510822510822,2.1645021645021645,1.0822510822510822,0,5.411255411255411,0,1.0822510822510822,0,0,0,0,0,1.0822510822510822,0,3.246753246753247,0,10.822510822510822,1.0822510822510822,4.329004329004329,0,0,1.0822510822510822,0,0,0,0,0
parvus_virII_padenie_samoderzhaviya_I.txt_chunk1,parvus,4,0,9,2,0,4,3,32,0,1,1,7,2,1,3,5,7,2,0,3,2,6,43,2,1,1,2,7,2,1,2,0,1,2,1,12,14,0,1,8,1,1,1,4,0,4,0,6,1,1,8,1,2,3,5,5,1,3,3,7,0,1,1,7,3,0,1,0,3,2,0,1,1,0,0,13,0,5,1,0,0,0,0,4,0,1,0,4,0,3,1,2,1,2,0,0,0,0,1,0
parvus_virII_padenie_samoderzhaviya_I.txt_chunk2,parvus,5,0,13,1,2,5,2,36,1,1,0,2,0,0,4,4,1,2,0,3,5,4,31,3,0,0,1,6,5,0,0,0,8,3,0,21,18,0,0,5,5,0,2,2,0,7,2,7,1,3,9,1,4,1,1,2,0,4,2,4,5,2,2,10,7,1,5,1,3,0,1,2,1,0,1,0,0,2,2,1,0,0,0,1,0,0,0,4,0,7,3,3,0,0,0,0,0,0,0,0
parvus_virII_padenie_samoderzhaviya_I.txt_chunk3,parvus,9,4,0,0,3,2,1,50,1,2,6,3,2,2,3,1,4,2,0,4,6,4,31,3,1,1,3,3,3,2,3,0,4,5,2,11,19,0,0,7,4,0,2,3,4,2,0,4,0,7,11,2,1,3,2,2,0,4,2,9,2,4,1,15,1,1,5,0,0,2,0,2,0,0,2,0,0,3,1,3,0,0,0,0,0,1,1,6,0,5,1,1,0,0,1,3,0,0,0,0
parvus_virII_padenie_samoderzhaviya_I.txt_chunk4,parvus,5,2,2,0,0,2,2,27,3,0,3,5,1,0,4,6,2,1,0,10,4,3,32,4,3,0,0,8,6,4,1,0,1,4,1,17,14,2,0,11,5,0,1,3,2,4,1,2,3,3,13,0,0,1,0,2,3,4,2,6,0,0,2,6,3,0,8,3,0,0,1,1,4,0,0,0,0,7,0,0,1,0,0,0,0,0,0,2,0,9,0,2,3,2,0,0,0,0,0,0
parvus_virII_padenie_samoderzhaviya_I.txt_chunk5,parvus,6,0,0,0,2,6,1,33,4,0,3,2,0,1,9,3,1,2,0,4,2,1,35,2,0,0,0,6,7,2,1,0,4,1,0,14,13,0,0,8,1,0,1,7,1,5,3,3,0,4,8,0,0,2,0,3,0,3,3,6,0,1,1,11,2,0,4,0,0,1,0,1,1,1,0,4,4,2,1,1,0,0,0,1,0,1,0,1,1,8,1,2,0,0,0,0,0,0,0,2
parvus_virII_padenie_samoderzhaviya_I.txt_chunk6,parvus,5.076142131979695,5.076142131979695,0,0,0,0,0,35.53299492385787,0,0,0,0,0,0,0,10.15228426395939,0,0,0,0,5.076142131979695,5.076142131979695,10.15228426395939,0,0,0,0,10.15228426395939,10.15228426395939,0,5.076142131979695,0,0,5.076142131979695,0,10.15228426395939,15.228426395939087,0,0,5.076142131979695,0,0,0,0,0,0,0,0,0,0,15.228426395939087,0,0,0,0,5.076142131979695,0,0,5.076142131979695,5.076142131979695,0,0,0,10.15228426395939,5.076142131979695,0,0,0,0,0,5.076142131979695,5.076142131979695,5.076142131979695,0,0,5.076142131979695,5.076142131979695,5.076142131979695,0,0,0,0,0,15.228426395939087,0,0,0,0,0,10.15228426395939,5.076142131979695,0,0,0,0,0,0,0,0,5.076142131979695
parvus_virIV_samoderzh_i_reformy_I.txt_chunk1,parvus,6,3,10,0,1,3,2,26,2,1,1,7,1,0,7,4,2,4,1,3,3,2,30,0,1,1,1,5,1,3,1,0,0,7,2,18,26,1,1,11,2,2,0,0,3,3,0,9,2,0,9,3,1,3,1,3,4,6,2,5,1,1,1,14,6,1,5,2,2,2,0,0,4,4,0,30,3,3,0,0,0,0,0,1,0,0,0,3,0,0,2,1,0,0,0,0,0,0,6,1
parvus_virIV_samoderzh_i_reformy_I.txt_chunk2,parvus,8,5,22,1,3,4,1,23,1,0,0,5,1,0,3,6,3,4,0,4,4,2,32,2,0,0,5,7,2,2,1,0,1,4,0,17,14,0,1,8,0,0,6,1,2,2,1,3,5,6,5,4,0,0,2,2,7,2,2,7,2,1,4,9,4,1,3,8,1,1,0,3,4,1,0,11,1,2,5,0,0,0,0,1,0,2,0,1,0,9,4,1,4,3,2,0,0,1,10,1
parvus_virIV_samoderzh_i_reformy_I.txt_chunk3,parvus,9,1,7,0,0,3,0,21,0,0,0,6,1,0,1,3,3,5,0,5,2,7,31,3,1,2,6,7,5,0,5,0,1,0,2,14,10,1,1,7,2,0,2,7,3,3,0,5,3,5,7,0,1,3,1,1,2,2,0,3,1,0,1,10,2,1,6,1,0,0,1,0,1,0,3,3,2,2,2,0,0,1,1,7,1,0,1,0,3,7,0,0,1,2,2,0,2,1,4,0
parvus_virI_kapitalizm_i_voyna_I.txt_chunk1,parvus,9,0,1,5,1,2,2,23,1,0,4,11,0,0,2,2,7,0,0,4,3,4,38,2,0,0,1,8,7,0,1,0,5,2,0,12,6,0,1,4,1,0,1,6,1,1,1,4,2,0,14,3,0,3,1,4,5,3,1,4,0,1,2,8,0,0,6,0,1,0,0,1,3,0,1,0,2,1,4,0,0,1,0,0,0,0,0,5,0,1,2,0,3,0,0,0,0,0,1,1
parvus_virI_kapitalizm_i_voyna_I.txt_chunk2,parvus,5,0,2,1,1,2,0,27,2,2,1,4,1,0,3,2,7,0,0,4,3,4,49,3,0,0,4,7,4,1,1,0,2,1,1,22,8,0,0,10,1,0,9,1,5,2,0,7,1,3,8,0,0,1,1,2,1,7,1,1,1,2,2,11,3,2,2,1,0,1,1,2,4,1,0,2,5,3,1,1,0,1,0,1,1,0,0,2,1,1,0,0,2,2,1,0,0,0,0,0
parvus_virI_kapitalizm_i_voyna_I.txt_chunk4,parvus,3,1,0,4,1,4,0,42,4,1,4,7,1,0,2,1,13,3,0,4,6,3,25,0,3,0,4,8,10,0,1,0,1,1,0,17,13,2,1,6,7,3,4,6,1,3,2,2,0,3,9,5,1,3,3,7,1,7,2,2,0,2,3,10,5,1,6,0,1,2,1,3,5,0,3,0,0,4,1,0,0,1,0,2,2,0,0,0,0,8,0,2,2,0,1,0,0,0,0,1
parvus_virI_kapitalizm_i_voyna_I.txt_chunk5,parvus,0,3.571428571428571,14.285714285714285,3.571428571428571,0,3.571428571428571,3.571428571428571,53.57142857142857,3.571428571428571,7.142857142857142,7.142857142857142,3.571428571428571,7.142857142857142,0,7.142857142857142,0,3.571428571428571,0,0,7.142857142857142,10.714285714285714,14.285714285714285,32.14285714285714,10.714285714285714,0,0,0,10.714285714285714,0,0,0,0,0,3.571428571428571,0,10.714285714285714,0,0,0,0,7.142857142857142,3.571428571428571,0,7.142857142857142,0,3.571428571428571,3.571428571428571,0,0,3.571428571428571,14.285714285714285,3.571428571428571,0,3.571428571428571,0,0,0,7.142857142857142,0,3.571428571428571,0,0,0,7.142857142857142,0,0,3.571428571428571,3.571428571428571,0,3.571428571428571,0,3.571428571428571,7.142857142857142,0,0,0,0,7.142857142857142,3.571428571428571,0,0,0,0,0,0,0,0,0,0,14.285714285714285,0,7.142857142857142,3.571428571428571,0,3.571428571428571,0,0,0,0,0
parvus_vnesh_politika_germanii.txt_chunk1,parvus,5.9171597633136095,0,4.437869822485207,2.9585798816568047,1.4792899408284024,1.4792899408284024,0,28.106508875739646,0,0,1.4792899408284024,4.437869822485207,0,0,8.875739644970414,1.4792899408284024,2.9585798816568047,1.4792899408284024,0,0,1.4792899408284024,5.9171597633136095,39.94082840236687,5.9171597633136095,0,0,0,7.396449704142012,5.9171597633136095,4.437869822485207,1.4792899408284024,0,4.437869822485207,0,0,11.834319526627219,20.710059171597635,1.4792899408284024,1.4792899408284024,8.875739644970414,7.396449704142012,1.4792899408284024,2.9585798816568047,4.437869822485207,1.4792899408284024,4.437869822485207,0,1.4792899408284024,0,4.437869822485207,13.313609467455622,1.4792899408284024,0,2.9585798816568047,0,1.4792899408284024,2.9585798816568047,4.437869822485207,1.4792899408284024,5.9171597633136095,1.4792899408284024,2.9585798816568047,0,10.355029585798817,2.9585798816568047,0,4.437869822485207,0,0,2.9585798816568047,0,1.4792899408284024,0,1.4792899408284024,1.4792899408284024,1.4792899408284024,1.4792899408284024,8.875739644970414,2.9585798816568047,0,0,0,0,0,0,0,0,0,0,8.875739644970414,1.4792899408284024,4.437869822485207,2.9585798816568047,0,1.4792899408284024,1.4792899408284024,0,0,1.4792899408284024,0
plehanov_beliy_terror_I.txt_chunk1,plehanov,4,0,1,0,1,1,3,28,0,3,1,3,4,0,6,6,1,4,0,4,2,5,47,4,2,1,2,5,7,0,0,0,0,4,0,13,11,0,2,7,2,0,6,1,1,2,0,6,5,1,6,1,1,1,5,3,1,5,2,7,3,1,3,20,5,1,4,3,1,1,9,0,0,0,0,13,0,4,7,1,0,0,0,0,0,0,1,1,2,2,1,3,3,3,7,2,0,3,0,0
plehanov_beliy_terror_I.txt_chunk2,plehanov,3,0,6,1,2,2,2,27,1,1,5,2,0,1,4,5,1,1,1,5,2,2,32,1,6,0,2,10,5,4,1,2,0,2,2,17,11,1,2,3,3,0,1,0,0,2,2,7,3,1,10,0,1,0,0,1,0,2,1,5,1,4,3,20,1,1,7,2,0,0,0,1,4,2,0,2,4,1,2,1,0,1,1,2,1,1,3,2,3,1,0,15,0,0,10,4,4,1,0,0
plehanov_cant_vs_kant.txt_chunk1,plehanov,3,0,6,0,1,2,0,33,1,0,1,3,1,0,2,9,4,7,1,2,6,2,34,1,1,0,6,8,8,2,2,4,0,3,2,10,19,6,0,6,7,2,10,1,2,3,3,5,0,1,7,3,0,2,0,7,1,10,1,3,1,3,1,16,0,0,5,2,3,7,0,0,1,0,0,0,2,1,1,0,22,1,1,3,1,4,0,1,0,0,1,4,1,0,8,0,0,0,0,2
plehanov_cant_vs_kant.txt_chunk5,plehanov,2,1,9,0,0,1,5,18,1,2,0,3,1,0,6,14,3,4,4,1,5,1,41,5,2,2,7,8,7,0,2,0,0,5,1,11,16,2,1,6,6,2,15,2,3,4,4,1,1,0,6,0,1,2,1,5,4,6,4,7,3,4,2,18,5,6,2,2,2,1,0,0,4,2,1,0,2,1,3,0,13,0,0,2,1,3,0,0,0,0,1,1,5,0,6,0,1,0,0,1
plehanov_cant_vs_kant.txt_chunk6,plehanov,3,0,4,0,0,0,2,30,0,1,3,4,2,1,4,9,1,4,3,2,7,2,26,3,4,2,1,10,5,3,3,0,2,1,0,12,16,2,3,11,2,0,9,1,3,7,1,3,0,3,9,1,1,1,1,2,3,8,3,6,1,1,3,17,4,1,8,2,2,1,1,1,1,3,1,3,2,1,1,1,16,1,1,7,3,2,2,1,0,0,1,2,1,1,4,0,1,0,0,2
