,authorFull,authorID,authorGender,titleFull,titleID,publYear / written,"publDate, YYYY-MM-DD",publishedBy,sizeToken/Word,sizeDigit,"size, kb",dataset (Y/N / 1/0),"typeSource (online, digital, manual)",SourceName,"OCR (tesseract, liveText, no)",Prereform2modern (YES/NO),textSource,textValidation (Y/N),comments,
120,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Мировой большевизм,mirovoy_bolshevizm_NQ,1919,1923-01-01,"Мартов, Л. (1873-1923). Мировой большевизм / Ю. О. Мартов ; с предисл. Ф. Дана. — Берлин : Искра, 1923. — 110 с. : 19 см. -  написано в 1919 году",,,,1,online,"Мартов, Л. Мировой большевизм. Берлин, 1923. / https://rusneb.ru/",liveText,NO,текст по rusneb.ru,Y,"https://rusneb.ru/catalog/000199_000009_003086174/ // убрала (удалила) большие цитаты разных авторов, чтобы не влияли на корпус",
121,"Плеханов, Георгий Валентинович",plehanov,M,Симптоматическая ошибка,simptomat_mistake,1907,1907-09-23,"""Товарищ"" 1907 г., № 379 от 23 сенгября/6 октября",,,,1,online,https://www.marxists.org/ T.15.,NO,NO,Т.15 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
122,"Плеханов, Георгий Валентинович",plehanov,M,Неосновательные опасения,neosnovat_opaseniya,1907,1907-09-12,"""Товарищ"" 1907 г., № 369 от 12/25 сентября",,,,1,online,https://www.marxists.org/ T.15.,NO,NO,Т.15 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
123,"Плеханов, Георгий Валентинович",plehanov,M,Пора объясниться.,pora_obyasnitsya,1906,1906-12-14,"""Товарищ"" 1906 г., № 139 от 14/27 декабря",,,,1,online,https://www.marxists.org/ T.15.,NO,NO,Т.15 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
124,"Плеханов, Георгий Валентинович",plehanov,M,Слово принадлежит «меньшевикам»!,slovo_prinadlezhit_menshevikam,1907,1907-10-06,"""Товарищ"" 1907 г., № 390 от 6/19 октября",,,,1,online,https://www.marxists.org/ T.15.,NO,NO,Т.15 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
125,"Плеханов, Георгий Валентинович",plehanov,M,К аграрному вопросу в России,k_agrarnomu_voprosu_v_Rossii_NQ,1906,1906-03-01,"«ДНЕВНИК СОЦИАЛ-ДЕМОКРАТА» № 5, МАРТ 1906 г.",,,,1,online,https://www.marxists.org/ T.15.,NO,NO,Т.15 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,"По собранию сочинений под ред Д.Рязанова / // убрала (удалила) большие цитаты разных авторов, чтобы не влияли на корпус",
126,"Плеханов, Георгий Валентинович",plehanov,M,Письмо к рабочим,pismo_k_rabochim,1906,1906-05-20,Курьер» № 4 от 20 мая 1906 г,,,,1,online,https://www.marxists.org/ T.15.,NO,NO,Т.15 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
127,"Плеханов, Георгий Валентинович",plehanov,M,О черной сотне.,o_chernoy_sotne,1906,1906-03-01,"«ДНЕВНИК СОЦИАЛ-ДЕМОКРАТА» № 5, МАРТ 1906 г.",,,,1,online,https://www.marxists.org/ T.15.,NO,NO,Т.15 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
128,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Демократы по-неволе.,demokraty_ponevole_I,1905,1905-05-01,"""Искра"" №99, 1 мая 1905 г.",,,,1,digital,За два года. Сб. ст. из «Искры»,tesseract,YES,распознано orus,N,"1905_099_03_TOCHECK по За два года, переведено в совр орфографию с помощью скрипта",
129,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Кровавое безумие.,krovavoe_bezumie,1920,1920-12-29,"Газета «ВОЛЯ РОССИИ», 1920, 29 декабря, № 89",,,,1,online,historyrussia.org,liveText,NO,текст по historyrussia.org,N,https://docs.historyrussia.org/ru/nodes/20979-statya-yu-o-martova-v-gazete-volya-rossii-krovavoe-bezumie-29-dekabrya#mode/inspect/page/4/zoom/4 // Опубликовано: Ю.О.Мартов. Письма. С. 302 — 305.,
130,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Либеральные измены.,liberal_izmeny_I,1905,1905-09-24,"""Искра"", 24 сент. 1905 г. №110",,,,1,digital,За два года. Сб. ст. из «Искры»,tesseract,YES,распознано orus,N,"1905_111_01_TOCHECK по За два года, переведено в современную орфографию с помощью скрипта",
131,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Не начало ли поворота?,ne_nachalo_li_povorota_I,1905,1905-07-15,"""Искра"", 15 июля 1905 г., № 105",,,,1,digital,За два года. Сб. ст. из «Искры»,tesseract,YES,распознано orus,N,"1905_105_01_TOCHECK по За два года, переведено в современную орфографию с помощью скрипта",
132,Засулич Вера Ивановна,zasulich,F,ОЧЕРК ИСТОРИИ МЕЖДУНАРОДНОГО ОБЩЕСТВА РАБОЧИХ,ocherk_istorii_1internacionala,1907,1907-01-01,"Засулич В.И. Очерк истории международного общества рабочих // Сборник статей В.И.Засулич. СПб: Издание «Библиотеки для всех» О.Н.Рутенберг, 1907. Т. 1.",,,,1,manual,"Засулич. Сборник статей. СПб, 1907. https://archive.org/",NO,NO,текст по: https://archive.org/,Y,написано 1889 // https://archive.org/details/sbornikstatei01zasu/page/318/mode/1up,
133,Засулич Вера Ивановна,zasulich,F,Революционное студенчество. I.,rev_studenchestvo1_I,1904,1904-01-15,"""Искра"" 15 января 1904 г. № 57",,,,1,digital,За два года. Сб. ст. из «Искры»,tesseract,YES,распознано orus,N,"1904_057_04_TOCHECK по За два года, переведено в современную орфографию с помощью скрипта",
134,Засулич Вера Ивановна,zasulich,F,Революционное студенчество. II.,rev_studenchestvo2_I,1904,1904-02-10,"""Искра"" 10-го февраля 1904 г. Л№ 59",,,,1,digital,За два года. Сб. ст. из «Искры»,tesseract,YES,распознано orus,N,"1904_059_04_TOCHECK по За два года, переведено в современную орфографию с помощью скрипта",
135,Засулич Вера Ивановна,zasulich,F,Заметки читателя по поводу «упразднения» г.г. Туганом-Барановским и Струве учения Маркса о прибыли.,po_povodu_uprazdneniya_Marx'a,1900,1900-11-01,"Научн. Обозр."" Ноябрь. 1900 г. // текст взят из Засулич В.И. Очерк истории международного общества рабочих // Сборник статей В.И.Засулич. СПб: Издание «Библиотеки для всех» О.Н.Рутенберг, 1907. Т. 1.",,,,1,manual,"Засулич. Сборник статей. СПб, 1907. https://archive.org/",NO,NO,текст по: https://archive.org/,Y,написано 1900 // https://archive.org/details/sbornikstatei01zasu/page/318/mode/1up,
136,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Пробуждение демократии и наши задачи,probuzhdenie_demokratii_I,1904,1904-01-25,"""Искра"" 25 янв. 1904 г. № 58",,,,1,digital,За два года. Сб. ст. из «Искры»,tesseract,YES,распознано orus,N,"1904_058_01_TOCHECK  по За два года, переведено в современную орфографию с помощью скрипта",
137,"Бронштейн (Троцкий), Лев Давидович",trotsky,M,Идеалистическая гамма,idealisticheskaya_gamma_I,1903,1903-02-01,"«Искра» № 33, 1 февраля 1903 г. // 
Опубл.: 1 февраля 1903. Источник: Троцкий, Л. Д. Сочинения. — М.; Л., 1926. — Т. 4. Перед историческим рубежом. Политическая хроника. — С. 61—63.",,,,1,online,https://ru.wikisource.org/,NO,NO,текст по Викитеке,N,https://ru.wikisource.org/wiki/%D0%98%D0%B4%D0%B5%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B3%D0%B0%D0%BC%D0%BC%D0%B0_(%D0%A2%D1%80%D0%BE%D1%86%D0%BA%D0%B8%D0%B9),
138,"Бронштейн (Троцкий), Лев Давидович",trotsky,M,Опекаемое студенчество,opekaemoe_studenchestvo_I,1903,1903-01-01,"«Искра» № 31, 1 января 1903 г. // Опубл.: 1 января 1903. Источник: Троцкий, Л. Д. Сочинения. — М.; Л., 1926. — Т. 4. Перед историческим рубежом. Политическая хроника. — С. 129—132.",,,,1,online,https://ru.wikisource.org/,NO,NO,текст по Викитеке,N,https://ru.wikisource.org/wiki/%D0%9E%D0%BF%D0%B5%D0%BA%D0%B0%D0%B5%D0%BC%D0%BE%D0%B5_%D1%81%D1%82%D1%83%D0%B4%D0%B5%D0%BD%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE_(%D0%A2%D1%80%D0%BE%D1%86%D0%BA%D0%B8%D0%B9),
139,Засулич Вера Ивановна,zasulich,F,Н. К. Михайловскій.,mihailovskiy_I,1904,1904-02-25,„Искра'' № 60. 25 февраля 1904 г.,,,,1,manual,"Засулич. Сборник статей. СПб, 1907. https://archive.org/",NO,NO,текст по: https://archive.org/,N,https://archive.org/details/sbornikstatei02zasu/page/445/mode/1up,
140,Засулич Вера Ивановна,zasulich,F,О чем говорят намъ июльские дни,o_chem_govoryat_nam_I,1903,1903-11-28,"„Искра"" № 53, 28 ноября 1903 г.",,,,1,manual,"Засулич. Сборник статей. СПб, 1907. https://archive.org/",NO,NO,текст по: https://archive.org/,N,https://archive.org/details/sbornikstatei02zasu/page/445/mode/1up,
141,Засулич Вера Ивановна,zasulich,F,"Выстрел Карповича // По поводу современных событий - она же? Первая подписанная статья в ""Искре""",vystrel_Karpovicha_I,1901,1901-04-03,"„Искра"" № 3, Апрѣль 1901 г.",,,,1,manual,"Засулич. Сборник статей. СПб, 1907. https://archive.org/",NO,NO,текст по: https://archive.org/,N,https://archive.org/details/sbornikstatei02zasu/page/445/mode/1up,
142,Засулич Вера Ивановна,zasulich,F,Н. А. Добролюбовъ.,dobrolubov_I,1901,1901-12-20,"„Искра"" № 13, 20 декабря 1901 г.",,,,1,manual,"Засулич. Сборник статей. СПб, 1907. https://archive.org/",NO,NO,текст по: https://archive.org/,N,https://archive.org/details/sbornikstatei02zasu/page/445/mode/1up,
143,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Итоги „земскаго парламента“.,itogi_zemskogo_parlamenta_I,1904,1904-11-20,"""Искра"", 20 ноября 1904 г. № 78",,,,1,digital,За два года. Сб. ст. из «Искры»,tesseract,YES,распознано orus,N,"1904_078_01 по За два года, переведено в современную орфографию с помощью скрипта",
144,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,На очереди. «Бойкот» Думы и революционное самоуправление народа.,boykot_dumy_i_rev_samoupravlenie_I,1905,1905-09-10,"""Искра"", 10 сентября 1905 г., № 110",,,,1,digital,За два года. Сб. ст. из «Искры»,tesseract,YES,распознано orus,N,"1905_110_03 по За два года, переведено в современную орфографию с помощью скрипта",
145,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Открытое письмо Тверскому Комитету.,pismo_tverskomu_komitetu_I,1905,1905-04-18,"""Искра"" №97, 18 апреля // Отд.оттиск из №97 «Искры», Genevé, тип.Партии, 1905",,,,1,manual,отдельный оттиск газеты «Искра» №97 (Женева),NO,NO,"перепечатано мной по отдельному оттиску из №97 ""Искры"", напечатанному в Женеве",Y,1905_097_21,
146,Dubia,dubia,X,От редакции на: Открытое письмо Тверскому Комитету.,ot_red_na_pismo_parvusa_I,1905,1905-04-18,"""Искра"" №97, 18 апреля // Отд.оттиск из №97 «Искры», Genevé, тип.Партии, 1905",,,,1,manual,отдельный оттиск газеты «Искра» №97 (Женева),NO,NO,"перепечатано мной по отдельному оттиску из №97 ""Искры"", напечатанному в Женеве",Y,1905_097_22,
147,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,КЛАСС ПРОТИВ КЛАССА!,klass_protiv_klassa,1906,1906-01-01,"Аксельрод П.Б. Мартов Ю.О. Потресов А.Н. О революции и социализме / Сост. авторы вступ. ст. и комм. А.П. Ненароков, П.Ю. Савельев. М. : РОССПЭН, 2010. С. 211–220. (832 с.)",,,,1,digital,"Аксельрод П.Б. Мартов Ю.О. Потресов А.Н. О революции и социализме. М., 2010",liveText,NO,распознано по книге РОССПЕН 2010 г.,N,https://disk.yandex.ru/d/1vb-YQUNmqI2zw/%D0%A0%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%B4%D0%B2%D0%B8%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%B8%20%D0%BC%D0%B0%D1%80%D0%BA%D1%81%D0%B8%D0%B7%D0%BC%20%D0%B2%20%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8/%D0%9C%D0%B5%D0%BD%D1%8C%D1%88%D0%B5%D0%B2%D0%B8%D0%BA%D0%B8,
148,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,TUA RES AGITUR (О ТЕБЕ ИДЕТ ДЕЛО) 1.) (перевод с немецкого). / лат. «Это касается тебя»,tua_res_agitur_I,1904,1904-04-18,"""Искра"" № 64, 18 апреля",,,,1,digital,За два года. Сб. ст. из «Искры»,tesseract,YES,распознано orus,N,"По ""Искра за два года"", переведено в современную орфографию с помощью скрипта // сноска: 1) Статья написана Парвусом по поводу изгнания из Пруссии 14 участников собрания в Берлине, созванного для протеста против наглых речей германских министров, которые пытались очернить русских студентов и студенток. // есть в датасете",
149,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Въ чемъ мы расходимся? Отвѣтъ Ленину на его статьи въ «Пролетаріѣ».,v_chem_my_rashodimsya_otvet_leninu,1905,1905-06-11,"Издание «Искры», Женева, Типографія Партіи, Rue de la Couleuvrenière, 27. 1905.",,,,1,digital,"Парвус. В чем мы расходимся. Ответ Ленину... Женева, 1905.",tesseract,YES,распознано orus,Y,переведено в современную орфорграфию с помощью скрипта https://disk.yandex.ru/d/1vb-YQUNmqI2zw/%D0%A0%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%B4%D0%B2%D0%B8%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%B8%20%D0%BC%D0%B0%D1%80%D0%BA%D1%81%D0%B8%D0%B7%D0%BC%20%D0%B2%20%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8/%D0%9C%D0%B5%D0%BD%D1%8C%D1%88%D0%B5%D0%B2%D0%B8%D0%BA%D0%B8,
150,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,ВОЙНА И РОССИЙСКАЯ ДЕМОКРАТИЯ ,voyna_i_ross_dem,1915,1915-10-01,"Часть текста - глава из напечатанной в конце 1915г. в сборника «Война и Интернационал» (Женева) статьи «Война и российский пролетариат». // Аксельрод П.Б. Мартов Ю.О. Потресов А.Н. О революции и социализме / Сост. авторы вступ. ст. и комм. А.П. Ненароков, П.Ю. Савельев. М. : РОССПЭН, 2010. С. 430–456.",,,,1,online,"Аксельрод П.Б. Мартов Ю.О. Потресов А.Н. О революции и социализме. М., 2010",NO,NO,распознано orus?,N,https://disk.yandex.ru/d/1vb-YQUNmqI2zw/%D0%A0%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%B4%D0%B2%D0%B8%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%B8%20%D0%BC%D0%B0%D1%80%D0%BA%D1%81%D0%B8%D0%B7%D0%BC%20%D0%B2%20%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8/%D0%9C%D0%B5%D0%BD%D1%8C%D1%88%D0%B5%D0%B2%D0%B8%D0%BA%D0%B8,
151,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,ИТОГИ ПОЛИТИЧЕСКОГО РАЗВИТИЯ,itogi_polit_razvitiya,1908,1908-01-01,"Аксельрод П.Б. Мартов Ю.О. Потресов А.Н. О революции и социализме / Сост. авторы вступ. ст. и комм. А.П. Ненароков, П.Ю. Савельев. М. : РОССПЭН, 2010. С. 362–379.",,,,1,online,"Аксельрод П.Б. Мартов Ю.О. Потресов А.Н. О революции и социализме. М., 2010",NO,NO,распознано orus?,N,https://disk.yandex.ru/d/1vb-YQUNmqI2zw/%D0%A0%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%B4%D0%B2%D0%B8%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%B8%20%D0%BC%D0%B0%D1%80%D0%BA%D1%81%D0%B8%D0%B7%D0%BC%20%D0%B2%20%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8/%D0%9C%D0%B5%D0%BD%D1%8C%D1%88%D0%B5%D0%B2%D0%B8%D0%BA%D0%B8,
152,"Ульянов (Ленин), Владимир Ильич",lenin,M,ЦЕННОЕ ПРИЗНАНИЕ,tsennoe_priznanie_I,1901,1901-07-01,"""Искра"" № 6, июль 1901",,,,1,online,https://rossaprimavera.ru/,liveText,NO,"текст взят у информационного агенства ""Красная Весна"" (онлайн-ресурс)",N,1901_006_01 https://rossaprimavera.ru/article/512d0272,
153,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,СЛЕЗЫ СТАРОГО КРОКОДИЛА.,slezy_starogo_krokodila_I,1901,1901-08-01,"Искра №., август 1901",,,,1,online,https://rossaprimavera.ru/,liveText,NO,"текст по ИСТПАРТУ взят у информационного агенства ""Красная Весна"" (онлайн-ресурс)",N,1901_007_02 https://rossaprimavera.ru/static/gazeta/gazeta_iskra-7.pdf,
154,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,"Вышел отчет о четвертом съезде «Всеобщего Еврейского Рабочего Союза» («Бунда»), состоявшемся в апреле этого года.",o_4_syezde_Bunda_I,1901,1901-08-01,"Искра №7, август 1901",,,,1,online,https://rossaprimavera.ru/,liveText,NO,"текст по ИСТПАРТУ взят у информационного агенства ""Красная Весна"" (онлайн-ресурс)",N,1901_007_? https://rossaprimavera.ru/static/gazeta/gazeta_iskra-7.pdf,
155,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Такъ ли мы готовимся?,tak_li_my_gotovimsya_I,1904,1904-03-15,"Искра № 62, 15 марта 1904 г.",,,,1,digital,За два года. Сб. ст. из «Искры»,tesseract,YES,текст по Искре за два года,N,1904_062_01 https://docs.yandex.ru/docs/view?url=ya-disk-public%3A%2F%2FxMQIFqi6W5s%2FjAyND8StQglS6OAYQAPitvzwPA%2FttUU4uOVqzqfGNrj4PBe5c2mpq%2FJ6bpmRyOJonT3VoXnDag%3D%3D%3A%2F%D0%9A%D0%BD%D0%B8%D0%B3%D0%B8%2F%D0%9F%D0%B5%D1%80%D0%B8%D0%BE%D0%B4%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5%20%D0%B8%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D1%8F%2F%D0%98%D1%81%D0%BA%D1%80%D0%B0%201900-1905%2F%D0%A1%D0%B1%D0%BE%D1%80%D0%BD%D0%B8%D0%BA%20%D1%81%D1%82%D0%B0%D1%82%D0%B5%D0%B9%20%D0%B8%D0%B7%20%D0%98%D1%81%D0%BA%D1%80%D1%8B%201903-1905%20%D0%A7%D0%B0%D1%81%D1%82%D1%8C%201%20-%201906.pdf&name=%D0%A1%D0%B1%D0%BE%D1%80%D0%BD%D0%B8%D0%BA%20%D1%81%D1%82%D0%B0%D1%82%D0%B5%D0%B9%20%D0%B8%D0%B7%20%D0%98%D1%81%D0%BA%D1%80%D1%8B%201903-1905%20%D0%A7%D0%B0%D1%81%D1%82%D1%8C%201%20-%201906.pdf&nosw=1,
156,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Итоги и перспективы.,itogi_i_perspektivy_I,1905,1905-01-27,"Искра, 1905 №85, январь, 27",,,,1,manual,газета «Искра» №85,NO,NO,набрала по тексту ИСКРЫ!,Y,1905_085_03 - фотографии есть в Проектах,
157,"Аксельрод, Любовь Исааковна (Ортодокс)",ortodox,F,Еще один критик Маркса.,eshe1_kritik_Marxa,1902,1902-06-11,"Аксельрод Л.И. Философские очерки: Ответ философским критикам исторического материализма / Л. Аксельрод (Ортодокс). СПб : Изд. М.М. Дружининой и А.Н. Максимовой, 1906. 242 с. // Еще один критик Маркса. С. 225–233.",,,,1,manual,Электронная библиотека «Научное наследие России»: http://e-heritage.ru/,NO,NO,набрала текст по http://e-heritage.ru/Catalog/ShowPub/1165,Y,http://e-heritage.ru/Book/10071690,
158,Балабанов Михаил Соломонович (Б-ов),balabanov,M,Верноподданная пресса.,vernopoddannaya_pressa_I,1904,1904-02-25,"Искра No 60, 25 февраля 1904 г.",,,в архиве,0,online,http://az.lib.ru/,NO,YES,"текст из Искры за 2 года взят с az.lib.ru - неизвестный автор,",,http://az.lib.ru/n/neizwestnye/text_1904_vernopoddannaya_pressa_oldorfo.shtml,
159,"Кольцов (Гинзбург), Борис (Берко) Абрамович",koltsov,M,Верноподданная оппозиция.,vernopoddannaya_opoziciya_I,1903,1903-12-15,"Искра No 55, 15 декабря 1903 г.",,,в архиве,0,,az.lib.ru,,,"текст из Искры за 2 года взят с az.lib.ru - неизвестный автор,",N,http://az.lib.ru/n/neizwestnye/text_1903_vernopoddannaya_oppozitzia_oldorfo.shtml,
160,"Кольцов (Гинзбург), Борис (Берко) Абрамович",koltsov,M,"Наша ""контр-революция"".",nasha_kontr-rev_I,1904,1904-02-10,Искра No 59 10-го февраля 1904 года,,,в архиве,0,,az.lib.ru,,,"текст из Искры за 2 года взят с az.lib.ru - неизвестный автор,",N,http://az.lib.ru/n/neizwestnye/text_1904_nasha_kontr-revolutzia_oldorfo.shtml,
161,"Ульянов (Ленин), Владимир Ильич",lenin,M,С чего начать?,s_chego_nachat'_I,1901,1901-05-01,"Искра №4, май 1901 г. Написано в мае 1901 г. Печатается по тексту газеты",,,,1,online,az.lib.ru ПСС Т.5.,liveText,NO,текст взят с az.lib.ru / Полное собрание сочинений. Том 5. Май — декабрь 1901 / Полное собрание сочинений: Издательство политической литературы; Москва; 1967,N,http://az.lib.ru/l/lenin_w_i/text_1901_s_chego_nachat.shtml,
162,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Оппортунизм на практике. 1. Оппортунизм и социально-революционное развитие.,onp1_o_i_socrev_razvitie,1902,1902-08-01,"""Заря"" №4, август 1902, перевод с немецкого",,,,1,digital,"журнал «Заря» №4, 1904",liveText,YES,"по тексту журнала, проверила, перевела из orus с помощью скрипта",Y,фотографии страниц журнала в библиотеке,
163,"Крупская, Надежда Константиновна",krupskaya,F,Совместное обучение,sovmestnoe_obuchenie,1911,1911-07-11,"""Русская школа"" 1911, VII",,,,1,manual,"Крупская Н.К. Вопросы народного образования. М., 1918.",NO,NO,набрала по тексту сборника 1918 г. / есть в библиотеке / Искра / Крупская 1918,N,"Крупская Н.К. Вопросы народного образования. М.: Книгоиздательство Коммунист, 1918. 286 с. / С.273–286.",
164,"Аксельрод, Любовь Исааковна (Ортодокс)",ortodox,F,Несколько слов в ответ товарищу Б-ву.,v_otvet_Bovu_I,1904,1904-11-01,"Искра, приложение к №58 (4)",,,,1,online,www.ruslit.net,NO,NO,сслыку нашел perplexity,N,"https://www.ruslit.net/preview.php?path=04240438043B043E0441043E04440438044F%2F0410043A04410435043B044C0440043E0434+041B044E0431043E0432044C%2F&fname=041A+041D043004460438043E043D0430043B044C043D043E043C0443+0412043E043F0440043E04410443.txt
от perplexity: К национальному вопросу. Две статьи Ортодокса (Любови Аксельрод) в «Искре», изданные отдельной брошюрой. Женева, 1906. Брошюра, представляющая собой перепечатку её двух статей из «Искры».",
